model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Manufacturer
A1,2017,13990,Manual,21676,Petrol,145,55.4,1.4,Audi
Octavia,2016,8999,Manual,28397,Diesel,20,70.6,2.0,Skoda
Kona,2018,11295,Manual,23000,Petrol,145,54.3,1.0,Hyundai
3 Series,2016,14498,Semi-Auto,58872,Diesel,30,67.3,2.0,BMW
Golf,2019,14980,Manual,10,Petrol,145,48.7,1.0,Volkswagen
Ka+,2018,8495,Manual,13561,Petrol,150,47.9,1.2,Ford
Corsa,2019,8747,Manual,13351,Petrol,145,43.5,1.4,Vauxhall
A5,2017,18999,Semi-Auto,22631,Diesel,30,67.3,2.0,Audi
E Class,2019,32499,Semi-Auto,7542,Diesel,145,70.6,2.0,Mercedes-Benz
A4,2019,28500,Automatic,5000,Petrol,145,38.2,2.0,Audi
Q3,2016,19498,Manual,10855,Diesel,160,49.6,2.0,Audi
A4,2016,15556,Semi-Auto,25540,Petrol,30,55.4,2.0,Audi
C Class,2017,39336,Automatic,12157,Petrol,300,32.8,4.0,Mercedes-Benz
Mondeo,2014,7995,Manual,57025,Petrol,165,44.1,1.6,Ford
X4,2017,22670,Automatic,41543,Diesel,150,54.3,2.0,BMW
2 Series,2016,16495,Semi-Auto,23604,Petrol,30,55.4,1.5,BMW
Golf,2017,12012,Manual,56673,Diesel,145,61.4,1.6,Volkswagen
A1,2019,20450,Semi-Auto,28,Petrol,145,44.8,1.5,Audi
A5,2017,18998,Semi-Auto,28618,Diesel,30,67.3,2.0,Audi
Focus,2016,9400,Manual,37300,Petrol,20,60.1,1.0,Ford
Crossland X,2019,12150,Manual,11300,Petrol,145,44.8,1.2,Vauxhall
Auris,2016,15495,Automatic,15100,Hybrid,0,78.5,1.8,Toyota
Kuga,2019,17990,Manual,11658,Petrol,145,35.3,1.5,Ford
Fiesta,2018,9495,Manual,31564,Petrol,150,64.2,1.1,Ford
X4,2014,17450,Automatic,67975,Diesel,200,47.9,3.0,BMW
Focus,2015,11111,Manual,14282,Petrol,20,60.1,1.0,Ford
Golf,2017,13998,Semi-Auto,20994,Petrol,30,53.3,1.4,Volkswagen
Mokka,2016,8295,Manual,31106,Diesel,30,65.7,1.6,Vauxhall
A6,2013,11999,Automatic,81459,Diesel,145,55.4,2.0,Audi
Fiesta,2018,11450,Manual,10610,Petrol,145,56.5,1.0,Ford
Citigo,2017,6800,Manual,24000,Petrol,145,64.2,1.0,Skoda
Fiesta,2014,6150,Manual,31064,Petrol,30,54.3,1.2,Ford
Aygo,2018,8220,Manual,23810,Petrol,145,69.0,1.0,Toyota
Corolla,2019,23495,Manual,5600,Petrol,145,39.2,1.2,Toyota
Fabia,2017,8395,Manual,21500,Petrol,150,60.1,1.2,Skoda
3 Series,2018,15901,Manual,13759,Petrol,150,52.3,1.5,BMW
Focus,2018,14500,Manual,18500,Petrol,150,60.1,1.0,Ford
A Class,2017,14699,Manual,18154,Diesel,145,65.7,2.1,Mercedes-Benz
2 Series,2019,20980,Semi-Auto,7153,Petrol,145,50.4,1.5,BMW
C Class,2016,16329,Automatic,39924,Diesel,30,64.2,1.6,Mercedes-Benz
Fiesta,2016,9850,Manual,23822,Petrol,20,62.8,1.0,Ford
Fiesta,2018,9600,Manual,15400,Petrol,145,64.2,1.1,Ford
C Class,2016,16700,Automatic,23539,Diesel,30,64.2,2.1,Mercedes-Benz
Tucson,2019,22000,Semi-Auto,5000,Petrol,150,36.2,1.6,Hyundai
A Class,2020,24780,Manual,9,Petrol,145,28.5,1.3,Mercedes-Benz
Polo,2019,15690,Automatic,4369,Petrol,145,45.6,1.0,Volkswagen
Q5,2016,19440,Semi-Auto,58767,Diesel,200,47.1,2.0,Audi
Sharan,2019,23554,Manual,13129,Diesel,145,43.5,2.0,Volkswagen
Zafira,2016,10698,Manual,17251,Petrol,200,42.2,1.4,Vauxhall
Santa Fe,2020,36895,Semi-Auto,50,Diesel,145,39.2,2.2,Hyundai
Ka+,2019,10630,Manual,2573,Petrol,145,47.9,1.2,Ford
C Class,2018,17600,Automatic,22749,Petrol,145,49.6,2.0,Mercedes-Benz
C Class,2017,16900,Automatic,37004,Diesel,30,61.4,2.1,Mercedes-Benz
Focus,2019,20199,Manual,7782,Diesel,145,74.3,1.5,Ford
TT,2017,27000,Automatic,9610,Petrol,145,41.5,2.0,Audi
X1,2019,29750,Automatic,6695,Diesel,150,50.4,2.0,BMW
Astra,2019,13990,Manual,8523,Petrol,145,47.9,1.4,Vauxhall
4 Series,2016,21280,Semi-Auto,16635,Diesel,160,50.4,3.0,BMW
B-MAX,2013,5999,Manual,40306,Petrol,30,55.4,1.0,Ford
Superb,2019,25995,Semi-Auto,6293,Diesel,150,44.1,2.0,Skoda
Citigo,2013,3995,Automatic,87000,Petrol,20,64.2,1.0,Skoda
Aygo,2017,6799,Manual,8755,Petrol,0,69.0,1.0,Toyota
Fiesta,2018,10600,Manual,22200,Petrol,145,56.5,1.0,Ford
X2,2020,31000,Semi-Auto,1121,Petrol,145,34.0,2.0,BMW
E Class,2016,15100,Automatic,58287,Diesel,125,61.4,2.1,Mercedes-Benz
A1,2017,11500,Manual,15421,Petrol,145,67.3,1.0,Audi
Mokka X,2017,11200,Manual,2467,Petrol,145,47.1,1.4,Vauxhall
Fiesta,2017,11531,Manual,8263,Petrol,0,65.7,1.0,Ford
Polo,2017,10632,Manual,12324,Petrol,145,60.1,1.0,Volkswagen
Q3,2017,18244,Manual,21916,Petrol,125,51.4,1.4,Audi
Polo,2014,7991,Manual,42569,Petrol,20,60.1,1.2,Volkswagen
C Class,2017,23942,Automatic,30124,Petrol,160,43.5,2.0,Mercedes-Benz
X4,2016,20998,Semi-Auto,62862,Diesel,205,47.9,3.0,BMW
X5,2019,72990,Semi-Auto,4799,Hybrid,140,188.3,3.0,BMW
C Class,2019,27990,Automatic,101,Diesel,145,61.4,2.0,Mercedes-Benz
Polo,2014,6780,Manual,34036,Petrol,145,47.9,1.4,Volkswagen
Q3,2016,21995,Semi-Auto,40254,Petrol,205,40.4,2.0,Audi
Aygo,2019,10200,Manual,2755,Petrol,145,57.7,1.0,Toyota
Corsa,2016,6200,Manual,22070,Petrol,30,55.4,1.4,Vauxhall
Astra,2016,9999,Manual,29860,Petrol,125,51.4,1.4,Vauxhall
3 Series,2020,38995,Semi-Auto,1000,Diesel,145,49.6,2.0,BMW
B-MAX,2015,6160,Manual,49514,Diesel,20,70.6,1.6,Ford
Yaris,2018,11995,Automatic,6912,Hybrid,135,76.3,1.5,Toyota
Focus,2018,14000,Manual,4589,Petrol,150,57.7,1.0,Ford
EcoSport,2018,13995,Manual,9515,Petrol,150,54.3,1.0,Ford
C-MAX,2019,16600,Semi-Auto,5785,Petrol,145,36.7,1.5,Ford
Focus,2019,16799,Manual,4660,Petrol,145,60.1,1.0,Ford
Polo,2016,8995,Manual,24564,Petrol,20,58.9,1.0,Volkswagen
Yaris,2016,9490,Manual,14800,Petrol,30,55.0,1.3,Toyota
T-Roc,2019,22991,Semi-Auto,5199,Petrol,150,39.8,1.5,Volkswagen
A3,2015,6791,Manual,128000,Diesel,20,68.9,2.0,Audi
IQ,2013,4849,Manual,41142,Petrol,0,64.2,1.0,Toyota
Golf,2008,3480,Manual,89000,Diesel,200,46.3,2.0,Volkswagen
1 Series,2019,22995,Manual,1000,Petrol,145,44.1,1.5,BMW
Q3,2020,29990,Automatic,1500,Diesel,145,47.1,0.0,Audi
Viva,2017,5999,Manual,34390,Petrol,145,62.8,1.0,Vauxhall
Corsa,2017,7000,Manual,56966,Petrol,30,55.4,1.4,Vauxhall
E Class,2014,13291,Semi-Auto,66416,Diesel,205,47.1,3.0,Mercedes-Benz
Golf,2019,16750,Automatic,15031,Petrol,145,44.8,1.0,Volkswagen
2 Series,2016,20990,Semi-Auto,21924,Petrol,260,37.2,3.0,BMW
Focus,2019,16498,Manual,5826,Petrol,145,60.1,1.0,Ford
Fiesta,2018,10700,Manual,26522,Petrol,145,65.7,1.0,Ford
Yaris,2014,5795,Manual,39000,Petrol,30,58.0,1.3,Toyota
A3,2019,21374,Manual,7188,Diesel,145,51.4,1.6,Audi
Tiguan,2020,26950,Manual,5000,Diesel,145,47.9,2.0,Volkswagen
Focus,2016,15698,Manual,24432,Diesel,20,67.3,2.0,Ford
Grandland X,2018,14499,Manual,11878,Diesel,145,70.6,1.6,Vauxhall
Superb,2016,17295,Semi-Auto,17000,Diesel,30,61.4,2.0,Skoda
Golf,2019,15870,Automatic,17454,Petrol,145,45.6,1.0,Volkswagen
1 Series,2019,18950,Manual,6675,Diesel,145,70.6,1.5,BMW
Tiguan,2019,30000,Automatic,6700,Petrol,150,31.0,2.0,Volkswagen
GLE Class,2019,49950,Automatic,16668,Diesel,145,32.5,3.0,Mercedes-Benz
Mokka X,2019,12798,Manual,14162,Petrol,145,39.2,1.4,Vauxhall
C Class,2019,19980,Semi-Auto,14285,Petrol,145,46.3,1.5,Mercedes-Benz
A1,2017,15490,Manual,6950,Petrol,145,56.5,1.4,Audi
A Class,2017,14485,Manual,15993,Petrol,145,52.3,1.6,Mercedes-Benz
A3,2010,5495,Manual,64800,Petrol,200,40.9,1.6,Audi
Fiesta,2018,12300,Manual,20536,Petrol,0,69.0,1.0,Ford
Fiesta,2018,9617,Manual,37564,Petrol,145,56.5,1.0,Ford
Golf,2016,12490,Semi-Auto,38254,Diesel,30,62.8,2.0,Volkswagen
Karoq,2018,19991,Automatic,16163,Diesel,150,54.3,2.0,Skoda
Passat,2015,8998,Manual,76246,Diesel,20,70.6,1.6,Volkswagen
B Class,2020,25600,Semi-Auto,4000,Petrol,145,44.8,1.3,Mercedes-Benz
Yaris,2018,10795,Manual,13500,Petrol,150,58.9,1.5,Toyota
Golf,2020,21999,Manual,248,Petrol,145,47.9,1.5,Volkswagen
Kuga,2019,18291,Manual,6831,Diesel,145,54.3,1.5,Ford
Kodiaq,2019,23000,Automatic,9455,Petrol,145,34.0,1.5,Skoda
Astra,2017,11533,Manual,18802,Petrol,145,51.4,1.4,Vauxhall
S-MAX,2018,23000,Automatic,5352,Diesel,145,53.3,2.0,Ford
GLC Class,2017,21380,Semi-Auto,51000,Diesel,125,56.5,2.1,Mercedes-Benz
A Class,2018,18200,Automatic,10669,Diesel,145,65.7,1.5,Mercedes-Benz
Fiesta,2014,5995,Manual,44523,Diesel,0,76.4,1.5,Ford
3 Series,2016,16995,Semi-Auto,20756,Diesel,30,64.2,2.0,BMW
Golf,2019,14990,Semi-Auto,15098,Diesel,150,54.3,1.6,Volkswagen
Corsa,2016,8495,Manual,32176,Petrol,30,55.4,1.4,Vauxhall
Adam,2014,6450,Manual,46266,Petrol,125,51.4,1.4,Vauxhall
1 Series,2017,20990,Semi-Auto,29934,Petrol,145,39.8,3.0,BMW
Fabia,2019,11980,Manual,14548,Petrol,145,61.4,1.0,Skoda
Astra,2017,8491,Manual,44315,Petrol,145,52.3,1.4,Vauxhall
Q5,2019,36990,Semi-Auto,6612,Petrol,145,32.1,2.0,Audi
Q7,2018,42950,Automatic,23000,Diesel,145,32.8,3.0,Audi
Corsa,2019,9199,Manual,14507,Petrol,145,43.5,1.4,Vauxhall
Octavia,2017,12000,Manual,17048,Diesel,20,70.6,2.0,Skoda
Insignia,2018,14995,Automatic,36972,Diesel,150,55.4,1.6,Vauxhall
A4,2019,29985,Automatic,22,Petrol,145,38.7,2.0,Audi
Karoq,2018,16290,Manual,6120,Diesel,150,62.8,1.6,Skoda
C Class,2017,24498,Automatic,21650,Diesel,150,54.3,2.1,Mercedes-Benz
X5,2016,28990,Automatic,29000,Diesel,205,47.1,3.0,BMW
E Class,2019,25780,Semi-Auto,15403,Diesel,145,72.4,2.0,Mercedes-Benz
Caravelle,2020,47000,Automatic,1001,Diesel,145,33.6,2.0,Volkswagen
Q2,2018,15900,Manual,35967,Petrol,145,55.4,1.0,Audi
Tiguan,2020,32890,Manual,501,Diesel,145,47.9,2.0,Volkswagen
A Class,2017,15800,Manual,24602,Diesel,30,62.8,2.1,Mercedes-Benz
Polo,2018,11500,Manual,14739,Petrol,150,64.2,1.0,Volkswagen
E Class,2018,22980,Semi-Auto,20772,Diesel,145,65.7,2.0,Mercedes-Benz
Yaris,2015,6490,Manual,41000,Petrol,0,66.0,1.0,Toyota
2 Series,2016,21995,Semi-Auto,22642,Petrol,260,35.8,3.0,BMW
Tiguan,2019,33999,Semi-Auto,9342,Diesel,145,35.3,2.0,Volkswagen
Zafira,2018,14355,Automatic,16261,Petrol,145,40.9,1.4,Vauxhall
Corsa,2018,12000,Automatic,13948,Petrol,150,47.9,1.4,Vauxhall
Auris,2014,12495,Automatic,54533,Hybrid,0,70.6,1.8,Toyota
Corolla,2007,2795,Manual,71248,Petrol,260,36.7,1.8,Toyota
Santa Fe,2017,18579,Manual,26800,Diesel,145,47.1,2.2,Hyundai
A1,2015,10490,Manual,55201,Diesel,0,80.7,1.6,Audi
Fiesta,2017,8000,Manual,19501,Petrol,150,65.7,1.0,Ford
Mokka,2016,8698,Manual,37773,Diesel,30,65.7,1.6,Vauxhall
Fiesta,2018,12000,Manual,9553,Petrol,145,65.7,1.0,Ford
E Class,2019,32980,Semi-Auto,8655,Diesel,145,57.7,2.0,Mercedes-Benz
Astra,2016,9945,Manual,16196,Petrol,125,51.4,1.4,Vauxhall
Fiesta,2019,12999,Manual,17500,Petrol,145,56.5,1.0,Ford
A4,2016,17490,Manual,29955,Petrol,150,48.7,2.0,Audi
CLS Class,2019,37500,Semi-Auto,2609,Diesel,145,48.7,2.9,Mercedes-Benz
A1,2016,13990,Manual,16680,Petrol,30,55.4,1.4,Audi
Kodiaq,2017,21690,Manual,27488,Petrol,145,40.9,1.4,Skoda
B Class,2019,22499,Semi-Auto,10478,Petrol,145,45.6,1.3,Mercedes-Benz
Insignia,2016,8991,Manual,29510,Petrol,125,50.4,1.4,Vauxhall
Fiesta,2019,14287,Manual,10013,Petrol,145,58.9,1.0,Ford
Scala,2019,16980,Automatic,200,Petrol,145,45.6,1.5,Skoda
Fiesta,2019,12999,Manual,5341,Petrol,145,58.9,1.0,Ford
Fiesta,2017,9999,Manual,18916,Petrol,145,65.7,1.0,Ford
Mokka X,2019,14995,Manual,11387,Petrol,145,39.2,1.4,Vauxhall
Fiesta,2017,10020,Manual,15133,Petrol,20,62.8,1.0,Ford
Fiesta,2018,14999,Manual,5021,Petrol,145,58.9,1.0,Ford
Tourneo Custom,2019,18990,Manual,21529,Diesel,145,32.5,2.0,Ford
Mokka X,2019,12998,Manual,16462,Petrol,145,39.2,1.4,Vauxhall
Kodiaq,2017,22990,Automatic,30551,Petrol,145,39.8,1.4,Skoda
A3,2019,25995,Manual,7500,Diesel,145,52.3,1.6,Audi
4 Series,2016,17995,Semi-Auto,22476,Petrol,145,48.7,2.0,BMW
Golf,2017,13989,Automatic,29254,Diesel,145,67.3,2.0,Volkswagen
Polo,2015,8999,Manual,6953,Petrol,20,60.1,1.0,Volkswagen
3 Series,2019,30052,Semi-Auto,6549,Diesel,145,52.3,2.0,BMW
Viva,2017,6490,Manual,7500,Petrol,20,62.8,1.0,Vauxhall
KA,2016,4941,Manual,33236,Petrol,30,57.7,1.2,Ford
Tucson,2018,13690,Manual,23091,Petrol,145,44.8,1.6,Hyundai
A3,2017,13875,Manual,26709,Diesel,20,70.6,1.6,Audi
I10,2018,7600,Manual,5800,Petrol,145,60.1,1.0,Hyundai
Crossland X,2019,11798,Manual,16954,Petrol,145,44.8,1.2,Vauxhall
A3,2008,4495,Manual,119000,Petrol,260,37.7,2.0,Audi
Golf,2016,16498,Manual,19394,Diesel,20,67.3,2.0,Volkswagen
X1,2017,15400,Manual,18000,Diesel,20,68.9,2.0,BMW
Q3,2017,18500,Manual,16949,Petrol,145,49.6,1.4,Audi
Kodiaq,2017,19990,Manual,12008,Diesel,150,52.3,2.0,Skoda
Mokka,2015,8999,Manual,49618,Diesel,125,60.1,1.6,Vauxhall
Arteon,2017,20431,Semi-Auto,18392,Diesel,150,62.8,2.0,Volkswagen
Focus,2010,7490,Manual,54000,Petrol,325,30.4,2.5,Ford
Golf,2018,19750,Semi-Auto,9500,Petrol,145,55.4,1.5,Volkswagen
Golf,2014,11490,Manual,24146,Petrol,30,53.3,1.4,Volkswagen
Fiesta,2018,12299,Manual,9231,Petrol,150,58.9,1.0,Ford
Karoq,2018,17491,Manual,10969,Petrol,150,52.3,1.5,Skoda
Up,2019,10950,Manual,10,Petrol,145,54.3,1.0,Volkswagen
M Class,2014,19194,Semi-Auto,57573,Diesel,200,46.3,2.1,Mercedes-Benz
Fiesta,2014,7290,Manual,41965,Petrol,0,65.7,1.0,Ford
Insignia,2018,13995,Manual,40308,Diesel,145,54.3,2.0,Vauxhall
2 Series,2016,15000,Manual,14395,Petrol,145,47.1,1.5,BMW
Golf,2020,23999,Manual,500,Petrol,150,47.1,1.5,Volkswagen
Fiesta,2017,10795,Manual,13000,Petrol,145,65.7,1.0,Ford
C Class,2019,24510,Automatic,11368,Diesel,145,58.9,1.6,Mercedes-Benz
Q2,2019,21691,Manual,5998,Diesel,145,47.9,1.6,Audi
Passat,2019,17490,Manual,8179,Diesel,150,54.3,2.0,Volkswagen
Verso,2017,16781,Semi-Auto,19432,Petrol,150,43.5,1.8,Toyota
2 Series,2017,16499,Automatic,12301,Petrol,145,51.4,1.5,BMW
C-HR,2017,21495,Automatic,19074,Hybrid,0,74.3,1.8,Toyota
Golf,2008,3695,Manual,92000,Diesel,145,53.3,1.9,Volkswagen
Fabia,2019,10995,Manual,2323,Petrol,145,57.7,1.0,Skoda
Fabia,2017,5750,Manual,34331,Petrol,20,60.1,1.0,Skoda
X5,2019,43716,Automatic,7329,Diesel,145,37.7,3.0,BMW
Kuga,2017,10465,Manual,67339,Diesel,30,64.2,1.5,Ford
Tiguan,2017,20995,Manual,15951,Diesel,150,50.4,2.0,Volkswagen
S Class,2010,26990,Automatic,38000,Petrol,570,19.5,6.2,Mercedes-Benz
Focus,2017,11998,Semi-Auto,7084,Petrol,125,51.4,1.0,Ford
Fiesta,2019,16099,Semi-Auto,8291,Petrol,145,48.7,1.0,Ford
Insignia,2016,9753,Automatic,27375,Diesel,125,57.6,1.6,Vauxhall
Corsa,2019,10995,Manual,14041,Petrol,145,43.5,1.4,Vauxhall
B Class,2016,11495,Manual,29670,Diesel,20,70.6,1.5,Mercedes-Benz
Focus,2019,20980,Manual,6999,Petrol,145,49.6,1.0,Ford
A1,2019,20190,Semi-Auto,7483,Petrol,145,40.9,2.0,Audi
Focus,2016,10295,Manual,38113,Diesel,0,74.3,1.5,Ford
Yaris,2018,10998,Manual,8227,Petrol,145,47.1,1.5,Toyota
5 Series,2019,26480,Semi-Auto,8601,Petrol,145,50.4,2.0,BMW
Astra,2018,10699,Manual,30000,Diesel,145,83.1,1.6,Vauxhall
Astra,2019,13495,Manual,5308,Petrol,145,54.3,1.2,Vauxhall
C-HR,2017,18995,Automatic,42888,Hybrid,135,74.3,1.8,Toyota
Up,2019,9890,Manual,254,Petrol,145,54.3,1.0,Volkswagen
S-MAX,2016,17490,Manual,33777,Diesel,125,56.5,2.0,Ford
Auris,2016,16245,Automatic,31177,Hybrid,0,78.5,1.8,Toyota
Aygo,2018,7000,Manual,12199,Petrol,145,69.0,1.0,Toyota
Zafira,2016,11298,Automatic,19580,Petrol,200,40.9,1.4,Vauxhall
X1,2017,21312,Automatic,11253,Diesel,125,57.6,2.0,BMW
A1,2019,19888,Manual,3334,Petrol,145,47.9,1.0,Audi
1 Series,2019,20875,Manual,12845,Petrol,150,44.1,1.5,BMW
Golf,2017,15641,Semi-Auto,15000,Petrol,150,55.4,1.4,Volkswagen
C Class,2019,28950,Automatic,4320,Petrol,145,42.8,2.0,Mercedes-Benz
Fiesta,2014,6722,Manual,64430,Petrol,0,65.7,1.0,Ford
4 Series,2017,17990,Manual,29926,Diesel,30,62.8,2.0,BMW
Insignia,2015,11495,Manual,14285,Diesel,20,72.4,1.6,Vauxhall
5 Series,2020,31995,Semi-Auto,6000,Hybrid,145,60.1,2.0,BMW
Fiesta,2016,5990,Manual,30000,Petrol,125,54.3,1.2,Ford
Mokka X,2017,11998,Manual,10864,Petrol,150,42.2,1.6,Vauxhall
Kuga,2017,14200,Manual,36944,Diesel,145,64.2,1.5,Ford
Focus,2017,10400,Manual,21060,Diesel,0,74.3,1.5,Ford
Fiesta,2015,9495,Manual,32948,Petrol,150,47.9,1.6,Ford
Arteon,2019,24780,Automatic,50,Petrol,145,40.4,1.5,Volkswagen
Up,2014,5300,Manual,26184,Petrol,20,62.8,1.0,Volkswagen
Superb,2019,21790,Automatic,8326,Petrol,145,36.7,1.5,Skoda
Yaris,2015,9987,Automatic,31628,Hybrid,0,78.0,1.5,Toyota
Corsa,2019,8700,Manual,8193,Petrol,145,43.5,1.4,Vauxhall
Corsa,2018,9250,Manual,8119,Petrol,145,43.5,1.4,Vauxhall
Octavia,2017,12600,Manual,20185,Petrol,145,54.3,1.5,Skoda
Yaris,2019,11850,Manual,5855,Petrol,150,58.9,1.5,Toyota
Tiguan,2017,17990,Manual,23126,Diesel,165,50.4,2.0,Volkswagen
Yeti Outdoor,2017,12995,Semi-Auto,34234,Petrol,125,51.4,1.2,Skoda
Fiesta,2019,12498,Manual,15997,Petrol,145,58.9,1.0,Ford
Arteon,2019,26490,Manual,5000,Diesel,145,52.3,2.0,Volkswagen
E Class,2014,14999,Automatic,23685,Petrol,145,47.9,2.0,Mercedes-Benz
2 Series,2019,23870,Semi-Auto,2513,Diesel,145,49.6,2.0,BMW
Fiesta,2017,10591,Semi-Auto,6217,Petrol,145,47.9,1.6,Ford
RAV4,2017,12499,Manual,53813,Diesel,125,60.1,2.0,Toyota
Astra,2017,11700,Automatic,17013,Petrol,145,51.4,1.4,Vauxhall
Focus,2019,17295,Manual,4870,Petrol,150,58.9,1.0,Ford
Golf SV,2019,21999,Automatic,1001,Petrol,145,42.8,1.5,Volkswagen
E Class,2019,24849,Semi-Auto,13898,Diesel,145,72.4,2.0,Mercedes-Benz
Yaris,2018,12290,Automatic,29740,Hybrid,140,76.3,1.5,Toyota
Adam,2016,7998,Manual,38256,Petrol,125,53.3,1.2,Vauxhall
A1,2014,10990,Manual,50500,Diesel,20,68.9,2.0,Audi
3 Series,2019,18550,Manual,7478,Petrol,150,49.6,1.5,BMW
A5,2019,32490,Automatic,8000,Petrol,145,37.7,2.0,Audi
E Class,2019,48998,Semi-Auto,2669,Diesel,145,47.1,3.0,Mercedes-Benz
A3,2013,7000,Manual,49525,Diesel,20,68.9,1.6,Audi
X3,2016,21550,Semi-Auto,42255,Diesel,200,47.9,3.0,BMW
GLC Class,2015,23549,Semi-Auto,38254,Diesel,125,56.5,2.1,Mercedes-Benz
SL CLASS,2019,79299,Semi-Auto,1776,Petrol,145,28.0,5.5,Mercedes-Benz
Polo,2020,17999,Manual,4030,Petrol,145,49.6,1.0,Volkswagen
Focus,2019,17480,Manual,1350,Petrol,145,60.1,1.0,Ford
TT,2016,32850,Semi-Auto,42829,Petrol,300,34.0,2.5,Audi
B Class,2017,16299,Semi-Auto,19160,Diesel,145,68.9,2.1,Mercedes-Benz
Polo,2017,9790,Manual,25501,Petrol,150,60.1,1.0,Volkswagen
CL Class,2014,15998,Semi-Auto,42514,Diesel,30,62.8,2.1,Mercedes-Benz
A Class,2019,19980,Manual,11249,Petrol,150,28.5,1.3,Mercedes-Benz
A Class,2013,12000,Automatic,60369,Diesel,30,64.2,2.1,Mercedes-Benz
Focus,2017,16000,Manual,19193,Petrol,145,41.5,2.0,Ford
A3,2015,8990,Manual,42000,Diesel,20,68.9,2.0,Audi
Fiesta,2016,9775,Manual,34296,Petrol,0,65.7,1.0,Ford
Focus,2016,9295,Manual,54385,Petrol,20,60.1,1.0,Ford
Mokka X,2017,10999,Manual,40993,Petrol,145,47.1,1.4,Vauxhall
EcoSport,2018,13650,Manual,4666,Petrol,145,54.3,1.0,Ford
Q5,2018,31000,Automatic,6002,Diesel,145,38.2,2.0,Audi
Fiesta,2017,11298,Manual,23358,Petrol,20,62.8,1.0,Ford
2 Series,2020,23990,Semi-Auto,1743,Petrol,150,50.4,1.5,BMW
Auris,2016,12998,Automatic,26228,Hybrid,0,78.5,1.8,Toyota
T-Roc,2019,18950,Manual,3000,Diesel,145,50.4,1.6,Volkswagen
Focus,2017,12199,Manual,8600,Petrol,145,57.7,1.0,Ford
5 Series,2017,25980,Semi-Auto,15856,Petrol,200,39.2,3.0,BMW
Astra,2016,8140,Manual,53393,Petrol,125,51.4,1.4,Vauxhall
I30,2015,8495,Automatic,49489,Petrol,200,41.5,1.6,Hyundai
Citigo,2016,7495,Manual,6044,Petrol,20,62.8,1.0,Skoda
Corsa,2017,7780,Manual,20000,Petrol,30,55.4,1.4,Vauxhall
Fabia,2016,8490,Manual,44425,Petrol,20,58.9,1.2,Skoda
Fiesta,2017,8995,Manual,14264,Petrol,0,65.7,1.0,Ford
Q3,2018,27175,Semi-Auto,22625,Petrol,145,40.4,2.0,Audi
Golf,2016,11700,Manual,41196,Petrol,30,53.3,1.4,Volkswagen
Corsa,2020,16950,Automatic,657,Petrol,150,48.7,1.2,Vauxhall
SQ7,2017,43950,Automatic,40000,Diesel,300,39.2,4.0,Audi
C Class,2019,32899,Semi-Auto,4378,Diesel,145,55.4,2.0,Mercedes-Benz
Focus,2019,19980,Manual,6966,Petrol,145,51.4,1.5,Ford
A4,2013,12781,Semi-Auto,27700,Diesel,145,53.3,2.0,Audi
Fiesta,2017,9300,Manual,9918,Petrol,0,65.7,1.0,Ford
C Class,2019,24295,Automatic,6063,Petrol,145,45.6,1.5,Mercedes-Benz
A1,2017,10450,Manual,40652,Diesel,0,76.3,1.6,Audi
Tourneo Custom,2019,18995,Manual,25587,Diesel,145,32.5,2.0,Ford
Superb,2017,13990,Semi-Auto,62684,Diesel,125,60.1,2.0,Skoda
A3,2019,21000,Manual,12800,Diesel,145,52.3,1.6,Audi
Fiesta,2018,10491,Manual,5252,Petrol,145,64.2,1.1,Ford
1 Series,2020,31495,Semi-Auto,1250,Diesel,145,48.7,2.0,BMW
Yeti Outdoor,2016,13000,Semi-Auto,27083,Petrol,125,51.4,1.2,Skoda
A8,2019,47990,Automatic,3000,Diesel,145,40.4,3.0,Audi
Mokka,2017,13500,Automatic,23596,Diesel,145,56.5,1.6,Vauxhall
A3,2016,15495,Semi-Auto,52500,Hybrid,0,176.6,1.4,Audi
A Class,2017,17761,Manual,18275,Petrol,145,49.6,1.6,Mercedes-Benz
Combo Life,2019,20499,Automatic,1,Diesel,145,50.4,1.5,Vauxhall
Fiesta,2019,10900,Manual,7342,Petrol,145,55.4,1.1,Ford
GLC Class,2020,49980,Semi-Auto,3999,Petrol,145,26.4,3.0,Mercedes-Benz
RAV4,2017,20690,Automatic,48265,Hybrid,20,55.4,2.5,Toyota
A5,2016,17797,Automatic,51235,Diesel,160,50.4,2.0,Audi
Corsa,2017,7399,Manual,28735,Petrol,30,55.4,1.4,Vauxhall
Yaris,2018,11995,Automatic,12514,Petrol,150,60.1,1.5,Toyota
I10,2017,6000,Manual,43233,Petrol,145,57.7,1.2,Hyundai
Polo,2019,14690,Manual,5417,Petrol,150,52.3,1.0,Volkswagen
Yaris,2017,9298,Manual,35121,Petrol,30,55.0,1.3,Toyota
Corsa,2015,5490,Manual,46000,Petrol,125,54.3,1.4,Vauxhall
Tiguan,2019,22780,Manual,11308,Petrol,145,38.2,1.5,Volkswagen
Focus,2012,5400,Manual,56000,Petrol,30,56.5,1.0,Ford
Kuga,2018,17295,Manual,11723,Diesel,145,64.2,1.5,Ford
Focus,2019,19000,Automatic,12859,Petrol,145,41.5,1.0,Ford
Focus,2017,17695,Manual,7782,Petrol,145,41.5,2.0,Ford
